clase_es,clase_en,codigo_clase,modo,categoria_legible,resultado_legible,nota
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope one nuevo ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope doble nuevo ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope three nuevo ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope one old ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope doble old ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Supportrope three old ×32,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Rope ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Rope ×16,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Ladder rope norte ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Boat raft wood ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Boat raft wood ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Boat raft bamboo ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Ratlines ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Figurehead eidolon ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Figurehead erel ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Figurehead seamonster ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cuerdas y cordajes,Figurehead thunderlord ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Putrefacción y compostaje,Rot ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Putrefacción y compostaje,Rot ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Putrefacción y compostaje,Rot ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Putrefacción y compostaje,Rot ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Putrefacción y compostaje,Rot ×2,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tierra y sustratos,Soil low none ×64,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tierra y sustratos,Soil medium none ×16,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tierra y sustratos,Soil compost none ×4,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Tierra y sustratos,Soil high none ×1,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait dough ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait dough ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait redmeat ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait redmeat ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait bushmeat ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait bushmeat ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait fishmeat ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait fishmeat ×6,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait poultry ×8,—
Agricultor,Farmhand,farmhand,mesa de crafteo normal,Cebos olorosos,Fishingbait poultry ×8,—
Agricultor,Farmhand,farmhand,estación especial,Cuba de mezclas y alquimia,Potash ×4,—
Agricultor,Farmhand,farmhand,estación especial,Cuba de mezclas y alquimia,Bonemeal ×2,—
Agricultor,Farmhand,farmhand,estación especial,Cuba de mezclas y alquimia,Powder charcoal ×2,—
Agricultor,Farmhand,farmhand,estación especial,Cuba de mezclas y alquimia,Compost ×3,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds grain ×1,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds vegetable ×1,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds cassava ×1,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds licorice ×1,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds fruit ×1,—
Agricultor,Farmhand,farmhand,estación especial,Mesa de germinación,Seeds legume ×1,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Food Shelves: almacenamiento agrícola,Floursack normal este ×1,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Primitive Survival: pesca,Fishbasket norte ×1,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Primitive Survival: lombrices,Earthwormcastings ×1,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Supportrope one nuevo ×32,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Supportrope doble nuevo ×32,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Supportrope three nuevo ×32,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Rope ×1,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Rope ×16,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Ladder rope norte ×6,—
Agricultor,Farmhand,farmhand,receta de compatibilidad,Tailor's Delight: cuerdas,Ratlines ×2,—
Florista,Florist,florist,mesa de crafteo normal,Apicultura,Beenade closed ×1,—
Florista,Florist,florist,mesa de crafteo normal,Flores,Flower flowertype libre ×2,—
Florista,Florist,florist,mesa de crafteo normal,Flores,Flower flowertype libre ×2,—
Florista,Florist,florist,mesa de crafteo normal,Flores,Flower flowertype libre ×5,—
Florista,Florist,florist,mesa de crafteo normal,Flores,Flower flowertype libre ×17,—
Florista,Florist,florist,mesa de crafteo normal,Medicina,Poultice lino horsetail ×4,—
Florista,Florist,florist,mesa de crafteo normal,Medicina,Poultice lino honey azufre ×4,—
Florista,Florist,florist,mesa de crafteo normal,Medicina,Poultice reed horsetail ×4,—
Florista,Florist,florist,mesa de crafteo normal,Medicina,Poultice reed honey azufre ×4,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting bogfort norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting castleruin norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting cow norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting hunterintheforest norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting seraph norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting sunkenruin norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting traveler norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting howl norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting elk norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting underwater norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting prey norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting forestdawn norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting fishandtherain norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting family1 norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting butterfly norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting glam norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting hunter norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting iris norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting sleepingwolf norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting sodhouse norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting thunderlord norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting trout norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting oldvillage norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting lastday norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Cuadros y pinturas,Painting uncle1 norte ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment orange ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment green ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment morada ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment pink ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment gray ×1,—
Florista,Florist,florist,mesa de crafteo normal,Mezcla de pigmentos,Pigment marrón ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment negra ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment gray ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment white ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment white ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment marrón ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment pink ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment pink ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment morada ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment morada ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment azul ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment green ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment green ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment orange ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment orange ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment yellow ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment green ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment azul ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment green ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment orange ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment negra ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment yellow ×8,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment azul ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment morada ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment orange ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment yellow ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment pink ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment green ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment negra ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment yellow ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment gray ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment roja ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment orange ×1,—
Florista,Florist,florist,mesa de crafteo normal,Pigmentos y tintes,Pigment white ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot amber ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot boneash ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot celadon ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot copper ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot earthern ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot moss ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot ochre ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot rutile ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot seasalt ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Flowerpot tenmoku ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter amber ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter ashforest ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter copper ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter cthonic ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter earthern ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter loam ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter ochre ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter rime ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter seasalt ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter tenmoku ×1,—
Florista,Florist,florist,mesa de crafteo normal,Alfarería y piezas de barro,Clayplanter undergrowth ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel ashforest ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel chthonic ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel copper ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel earthen ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel rain ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel cowrie ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel rime ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel oxblood ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel loam ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel undergrowth ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel beehive ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel harvest ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel honeydew ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel rutile ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel seasalt ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel springflowers ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel volcanic ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel cloisonne ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel cornflower ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel talik ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel caveaurora ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel collonade ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel rattlesnake ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel waves ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel wintersea ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel abyss ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel chains ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel entrenched ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel golden ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel motheaten ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel patina ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel pine ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel serpents ×1,—
Florista,Florist,florist,mesa de crafteo normal,Vasijas y recipientes cerámicos,Storagevessel void ×1,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper blue4 ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper green1 ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper grey1 ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper marrón ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper walnut ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper darkpurple ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper yellow ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper pink ×4,—
Florista,Florist,florist,mesa de crafteo normal,Papeles pintados,Wallpaper lightgreen ×4,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment negra ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment gray ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment white ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment white ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment marrón ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment pink ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment pink ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment morada ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment morada ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment azul ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment green ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment roja ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment roja ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment orange ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment orange ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment yellow ×1,—
Florista,Florist,florist,estación especial,Cuba de mezclas y alquimia,Pigment yellow ×1,—
Florista,Florist,florist,estación especial,Mesa de germinación,Flower flower libre ×16,—
Florista,Florist,florist,estación especial,Mesa de germinación,Leaves colocado wood ×32,—
Florista,Florist,florist,estación especial,Mesa de germinación,Leavesbranchy colocado wood ×16,—
Florista,Florist,florist,receta de compatibilidad,Alchemy: medicina,Potionbase basic ×1,—
Florista,Florist,florist,receta de compatibilidad,Alchemy: medicina,Herbball potiontype ×4,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Hiveframe empty ×2,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Hiveframe empty ×2,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Broodbox ×1,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Broodbox ×1,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Apiary ×1,—
Florista,Florist,florist,receta de compatibilidad,Expanded Beekeeping: apicultura,Hivesmoker copper empty ×1,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Langstrothside wood ×8,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Langstrothside envejecido ×8,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Beeframe envejecido empty ×2,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Frameliner ×4,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Waxedflaxtwine ×8,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Framerack envejecido envejecido este ×1,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Langstrothbase envejecido envejecido este ×1,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Langstrothsuper closed envejecido envejecido este ×1,—
Florista,Florist,florist,receta de compatibilidad,From Golden Combs: apicultura,Langstrothbroodtop envejecido envejecido ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Camas,Bed woodaged casco norte ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Camas,Bed village casco norte ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Cofres y almacenamiento,Chest este ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined rough1 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined rough2 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined rough3 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined windowed1 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined windowed2 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door ruined windowed3 ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Puertas,Door sleek windowed wood ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Firewood ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Firewood ×12,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Firewood ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Agedfirewood ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Firewood treated ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Coal contaminated ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Charcoal ×8,—
Guardabosques,Forester,forester,mesa de crafteo normal,Combustibles,Briquette ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Hojas,Leaves colocado wood ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple lower cornerin oeste ×8,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall three height wall oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple height wall oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple height cornerout oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple parte superior type oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple halftop type oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall three parte superior type oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall three halftop type oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall amount toproped wall oeste ×8,—
Guardabosques,Forester,forester,mesa de crafteo normal,Empalizadas y defensas de madera,Palisadewall cuádruple lowerspiked wall oeste ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Tejado inclinado wood este libre ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Cumbrera de tejado wood norte-sur libre ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Punta de tejado wood libre ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina interior de tejado wood este libre ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Esquina exterior de tejado wood este libre ×4,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Beam ridge wood libre ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Tejados y piezas de cubierta,Beam plane wood libre ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Plantones de árbol,Sapling wood libre ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido bottom liso vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido parte superior fancy vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido middle fancy vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido bottom fancy vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido middle liso vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Carvedlog acacia envejecido parte superior liso vertical ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Objeto decorativo de ruinas ×1,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Objeto decorativo de ruinas ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Madera y carpintería,Viga de soporte wood ×16,—
Guardabosques,Forester,forester,mesa de crafteo normal,Envejecido de madera,Carvedlog acacia envejecido bottom liso vertical ×1,—
